event,file,record,day,utc,counts_total,SWEAP_Start,solar_distance_Rs,peak_channel,peak_measure,peak_residual_r,counts_lag_ms,V2_raw_envelope_r0,V2_residual_envelope_r0,V2_residual_signed_r0,V5_raw_envelope_r0,V5_residual_envelope_r0,V5_residual_signed_r0,V1V2_raw_envelope_r0,V1V2_residual_envelope_r0,V1V2_residual_signed_r0,V3V4_raw_envelope_r0,V3V4_residual_envelope_r0,V3V4_residual_signed_r0
3046,psp_fld_l2_tds_wf_20250317_v00.cdf,5,20250317,2025-03-17T01:15:21.036566000,65,0.30209046602249146,60.8481802501078,V3V4,envelope,0.24735233623257633,-0.06666666666666667,0.11850085890442405,0.21824923112748146,-0.19518453242753486,-0.05473679868878106,-0.05658342170374929,-0.024142413087378405,0.02775361512269281,0.1290799881207322,0.07864796899162085,0.05756080156813734,0.17910589483502148,0.05964928700219112
3047,psp_fld_l2_tds_wf_20250317_v00.cdf,6,20250317,2025-03-17T01:15:21.065283000,1053,0.3307972252368927,60.8481802501078,V3V4,envelope,-0.21770178428892803,-0.6,-0.17140124169689783,-0.14496440308465075,-0.08716675327442913,-0.18603371162786964,-0.1942621461007758,-0.038808779324822316,-0.15543079856523867,-0.1404473121947046,0.005377366832844326,-0.16259820092994026,-0.14638421551092806,0.012937170786621183
3049,psp_fld_l2_tds_wf_20250317_v00.cdf,8,20250317,2025-03-17T01:36:21.076080000,95,0.29985079169273376,60.74842604570936,V3V4,envelope,0.6447673176340689,0.4666666666666667,0.01724304766151103,-0.09549369845778412,-0.3441990201766482,-0.04991548952338822,-0.010443263898633391,-0.013405377761008672,0.16346505272151357,0.1041690767964527,0.12347958350031638,0.23287704702154577,0.31076908509699186,0.003591828796060091
3050,psp_fld_l2_tds_wf_20250317_v00.cdf,9,20250317,2025-03-17T01:43:27.957620000,122,0.7594305872917175,60.71459393416703,V5,signed_mean,0.21260895723455359,-1.0666666666666667,-0.24953794572150617,-0.10506771208416753,0.04039541703902976,0.08963561052624289,0.09165829665171954,0.02113688958144784,-0.24180324962205868,-0.10043908221219439,-0.04060530052942202,-0.2671012118529752,-0.11331309779671572,-0.020612341999550768
3051,psp_fld_l2_tds_wf_20250317_v00.cdf,10,20250317,2025-03-17T02:48:19.569212000,4582,0.3973308801651001,60.40559580278856,V5,envelope,0.1554811187209149,0.2,0.0378099471040654,-0.025432817618670042,0.01552391982420668,0.018130210222846672,0.0493797556419003,-0.029386421921313716,0.053515681550705796,-0.013466884412772242,-0.00536291151503214,0.08719646700929133,0.010659601152607612,-0.011712276997910127
3052,psp_fld_l2_tds_wf_20250317_v00.cdf,11,20250317,2025-03-17T02:48:28.291107000,6927,0.38119077682495117,60.40495903406641,V5,signed_mean,-0.19765716863758406,-0.4,-0.09651216323653847,-0.10563689220579918,0.0856776505303216,0.09091826849436827,0.07494070360784706,-0.07976716489428831,-0.1065064245720957,-0.06342596118734614,-0.13290652108188133,-0.11561361568181278,-0.0656467096869034,0.0882847133269394
3053,psp_fld_l2_tds_wf_20250317_v00.cdf,12,20250317,2025-03-17T02:48:28.308640000,4433,0.39871734380722046,60.40487997700158,V3V4,envelope,0.24449017664946893,1.0666666666666667,0.017860541622111224,0.04851637169610987,-0.00964477884744254,0.00033599802960068703,-0.011880382436637915,0.040343893107798214,0.0915513421742328,0.11868772150839178,0.04958877006089676,0.10919709118460372,0.1343997284733633,-0.02285290349131489
3054,psp_fld_l2_tds_wf_20250317_v00.cdf,13,20250317,2025-03-17T03:13:33.698637000,1507,0.20467109978199005,60.28508840017249,V5,signed_mean,-0.19915626889455512,0.06666666666666667,-0.1181120851061728,-0.05496931314796363,0.0855072581482324,0.033531238956546944,0.00632471113908524,-0.05144677070005237,-0.10320671145043062,-0.03852474179520411,0.01219273476960415,-0.10293069228537127,-0.02738320359741854,-0.04192207047883506
3055,psp_fld_l2_tds_wf_20250317_v00.cdf,14,20250317,2025-03-17T03:20:24.196476000,146,0.009324219077825546,60.252424895788415,V3V4,envelope,0.28918876717689224,-0.8666666666666666,-0.07745504540538818,-0.032079606276938205,-0.02970295939181032,-0.021576325435746693,-0.035231040312462346,-0.008597309430436472,0.007902933117078298,0.025618291801425525,-0.05704824033968178,-0.08364246289457611,-0.025446210980278435,-0.010572992012065916
3058,psp_fld_l2_tds_wf_20250317_v00.cdf,17,20250317,2025-03-17T03:20:24.281056000,251,0.09389713406562805,60.252424895788415,V2,signed_mean,0.35100390627617895,-0.8,0.009140927285262956,0.22064900326514886,-0.02911170680013729,0.018710460625892184,0.027486140971807196,-0.06440372451708241,-0.032054328328286225,0.14069654060924403,-0.06300640848772307,-0.12215352164598056,0.11892759820006374,-0.020811180421346075
3059,psp_fld_l2_tds_wf_20250317_v00.cdf,18,20250317,2025-03-17T03:53:55.161114000,681,0.3248707950115204,60.09203104786546,V3V4,envelope,-0.2188961732504709,0.5333333333333333,-0.05832934858994202,0.006512027177167028,-0.11859410458133687,-0.0008424628576348785,-0.03865536677235339,-0.0447079317054013,-0.05971372585587316,0.006422715444198458,0.013340522501656751,-0.08885610054086163,-0.01179341434124068,-0.02852817276379065
3060,psp_fld_l2_tds_wf_20250317_v00.cdf,19,20250317,2025-03-17T03:59:53.484367000,6501,0.3836442232131958,60.06336639356044,V5,signed_mean,-0.22825277197295227,0.8666666666666666,-0.13226689590154952,-0.09647475937053952,-0.06461315096731929,-0.03979208960466986,-0.0524299192141954,-0.13255975972078177,-0.10722073613111846,-0.08952427941445179,0.010599259545891363,-0.13277324560163087,-0.07897463709236627,-0.0812053401835044
3061,psp_fld_l2_tds_wf_20250317_v00.cdf,20,20250317,2025-03-17T04:00:18.348737000,4740,0.7812209129333496,60.06136984332327,V1V2,envelope,-0.24981686235879857,0.26666666666666666,-0.2200709979157948,-0.1432643255209113,-0.029404163692774828,0.039053210339719355,0.018601843724750867,-0.10583733006068903,-0.2755444974050286,-0.1842322966137076,0.02084495343476314,-0.1767167488487748,-0.10428116223219919,0.02905904358060927
3062,psp_fld_l2_tds_wf_20250317_v00.cdf,21,20250317,2025-03-17T05:15:50.684548000,1565,0.636870801448822,59.698653155095585,V3V4,envelope,0.3070919340692193,-1.0,0.012461925673462014,0.0037208537424948188,-0.12623261313578643,0.0021337094640579467,0.04043450533320557,-0.001770117707559157,-0.01695226473868118,-0.021388850331630637,-0.037422407312651146,0.028942887845183778,0.02007574311490924,0.09191633831330835
3063,psp_fld_l2_tds_wf_20250317_v00.cdf,22,20250317,2025-03-17T05:36:18.557720000,7700,0.7993442416191101,59.60010205548369,V1V2,envelope,-0.2096530039725647,1.0666666666666667,-0.010101027131595046,-0.11047721273153496,-0.059864735497696386,0.04839143613747163,0.06116688767376056,0.04856803124789977,-0.005287238971181125,-0.10419942034648932,0.04571682595112025,-0.012229915728162306,-0.11731459630104239,0.0329128000657445
3064,psp_fld_l2_tds_wf_20250317_v00.cdf,23,20250317,2025-03-17T05:36:18.577251000,6822,0.8188775777816772,59.60010205548369,V2,envelope,-0.35109634060908956,0.2,0.22319515997488845,-0.3428588658934566,-0.002386353963624698,0.03129761276294434,0.022390898033724654,0.07894065031674588,0.228482260316073,-0.34107856093537103,0.013659786363312287,0.22421695098886174,-0.3383387345907943,-0.007483457008467389
3067,psp_fld_l2_tds_wf_20250317_v00.cdf,26,20250317,2025-03-17T06:46:44.939307000,343,0.5360300540924072,59.260068995256574,V5,envelope,0.1716237620057183,0.8,0.07883471165896905,0.02981894388660416,-0.07217722031443433,0.047689098861666834,0.056298236317218024,-0.07518675212093441,0.05063567476318928,0.023262970997737616,0.05608084706447856,-0.025930345114665115,-0.015723440073895027,-0.0052002008313982405
3069,psp_fld_l2_tds_wf_20250317_v00.cdf,28,20250317,2025-03-17T08:18:13.286892000,122,0.44917088747024536,58.81643668247808,V1V2,signed_mean,0.21058373053580326,-0.3333333333333333,-0.13297841992789944,0.019572695441895743,-0.07811983427364136,-0.09473314805436932,-0.08577322612504965,-0.045394079520834976,-0.1263765544688506,0.03162559852507693,-0.014585580337931156,-0.17883730200183445,0.021095404043881057,0.004736729701374509
3076,psp_fld_l2_tds_wf_20250317_v00.cdf,35,20250317,2025-03-17T08:21:39.373604000,40,0.3156242072582245,58.79965789851948,V5,signed_mean,0.18913579085297297,0.8666666666666666,-0.024458924863266715,-0.02076482653370697,0.022976661449222675,0.0664195545760273,0.09852683688639893,0.013589173476103927,-0.077232604508523,-0.07333385079186888,0.01750797728568413,-0.08801361881309788,-0.045980228199872714,0.01997646037555007
3079,psp_fld_l2_tds_wf_20250317_v00.cdf,38,20250317,2025-03-17T08:21:40.583748000,1273,0.6517374515533447,58.79957596665229,V3V4,envelope,0.21357147073324861,-0.26666666666666666,0.058175803989612335,0.13202326957963909,-0.004461131160334107,-0.07162356819441189,-0.12532669149859987,0.08244049283663968,0.055356009425884686,0.13021270940671326,-0.0076493218913299636,0.0414031949200909,0.09556401627913044,0.006577551525863657
3082,psp_fld_l2_tds_wf_20250317_v00.cdf,41,20250317,2025-03-17T08:21:40.993340000,3093,0.18755067884922028,58.79957596665229,V3V4,envelope,0.21474366758557956,-0.8666666666666666,-0.01589945512948901,-0.058079888944011726,-0.010434660877810281,-0.008680102468683474,-0.015648011158905906,-0.036776782694182816,0.10763307470271376,0.057450740453771305,0.0069244135958521115,0.18312417308463663,0.13662083794521154,-0.013142871915173993
3085,psp_fld_l2_tds_wf_20250317_v00.cdf,44,20250317,2025-03-17T08:21:42.233925000,1691,0.5543639063835144,58.79949547218629,V3V4,envelope,0.4069680457445394,0.9333333333333333,0.1503065512543869,0.08946412151031559,0.0822664997623443,0.12151384678830326,0.08810562318943381,-0.07369654651021834,0.1411275117228002,0.08779296199883627,-0.10535149791665213,0.161170180477543,0.10837702228284657,-0.008245522468610413
3086,psp_fld_l2_tds_wf_20250317_v00.cdf,45,20250317,2025-03-17T08:21:50.578715000,6488,0.1611107885837555,58.79876527238752,V3V4,envelope,0.372091195198345,0.6,0.17020883242688126,0.21710969240032324,-0.06960993671615451,0.017861594031212333,0.04076398759881011,-0.05394657112682603,0.17651411772407374,0.21392020967585507,-0.0020022326626514403,0.2100042014567704,0.27262451638401985,0.034030424051945035
3088,psp_fld_l2_tds_wf_20250317_v00.cdf,47,20250317,2025-03-17T08:21:57.782421000,7172,0.37433066964149475,58.79819749892195,V2,signed_mean,-0.2315228339725711,1.0666666666666667,0.16636533238905266,-0.06921734226449203,-0.17848944232505232,-0.01643576712118673,0.005914899531320794,-0.0319611069319678,0.23713929961738586,-0.06918632260496618,0.06027754694528698,0.2059523501991104,-0.11163551657294349,0.04656989598234755
3089,psp_fld_l2_tds_wf_20250317_v00.cdf,48,20250317,2025-03-17T08:22:03.663770000,7300,0.13899098336696625,58.79771165732356,V2,envelope,-0.20598866698851803,-0.8,-0.23056029086922503,-0.1523392863803647,-0.08888315652708151,0.05171430889495569,-0.019724847650296383,0.012197032560882053,-0.21169108837486533,-0.10843615524929327,-0.06501931231083596,-0.22859000132205087,-0.1358200262838402,-0.04261251824608106
3090,psp_fld_l2_tds_wf_20250317_v00.cdf,49,20250317,2025-03-17T08:22:03.686658000,6509,0.16187067329883575,58.79771165732356,V3V4,envelope,0.2591893480285935,-0.4666666666666667,0.08739976792355346,0.10106538605555945,0.06609714246192322,0.14691138006496493,0.18341137366383414,-0.06987792977092427,0.0034088577573806295,0.09366195178931,0.042875243720214604,0.0600790567993197,0.1419832711147973,0.03442777974036579
3094,psp_fld_l2_tds_wf_20250317_v00.cdf,53,20250317,2025-03-17T08:26:43.355339000,1683,0.20941078662872314,58.77500934310766,V1V2,envelope,-0.2286264604816404,0.6666666666666666,-0.03505323445056911,-0.07915912734092183,-0.12638605995117558,0.006597226090135152,0.00954978527067488,0.01359721540482213,-0.15221263628369158,-0.19335130175932122,0.10970863096702074,-0.15548987553771215,-0.18108352445354445,-0.13705018854665033
3098,psp_fld_l2_tds_wf_20250317_v00.cdf,57,20250317,2025-03-17T10:01:39.478341000,8104,0.8039239048957825,58.31184993531695,V5,signed_mean,0.18557125693476384,-0.9333333333333333,0.21857189348540085,0.04934357675350352,-0.030675561072208035,-0.10103097652401594,-0.11309192053067227,-0.04175529693876139,0.20481879798807628,0.0470436320535731,0.002541670183774644,0.2247997515565316,0.05692377846280919,0.01062883063353592
3099,psp_fld_l2_tds_wf_20250317_v00.cdf,58,20250317,2025-03-17T10:21:13.704514000,3209,0.622377336025238,58.2160715825787,V2,signed_mean,0.33742322597710117,0.26666666666666666,0.0527027934588217,0.046904100702753526,0.20997300551227338,0.063092664841248,0.060438954477926354,-0.0495426095004099,0.09293881105107804,0.0881310034788583,-0.021412190852996442,0.08694345500729592,0.08393327453477563,0.012710035316443258
3102,psp_fld_l2_tds_wf_20250317_v00.cdf,61,20250317,2025-03-17T10:53:06.051502000,2589,0.18749067187309265,58.05984907287624,V2,signed_mean,0.1869805328923389,1.0,0.0017574370093358719,0.06772196963711037,0.08878028645839836,0.060957863232843565,0.07529093046396751,0.00024920997960346455,0.09202671915451992,0.12530560122283216,-0.08647720378683486,0.11733685927737339,0.175925377556798,0.06774314386201208
3104,psp_fld_l2_tds_wf_20250317_v00.cdf,63,20250317,2025-03-17T11:08:49.525020000,6203,0.8143842220306396,57.98261175794164,V3V4,envelope,0.2951433785024309,1.0666666666666667,0.18043287086133283,0.11173426535590696,0.01289479164822491,-0.017937436228624364,-0.03913890539031398,-0.1112263450894028,0.23189985483612713,0.15264214700412326,-0.06439737454075484,0.26324697802602126,0.1790160400865121,0.00964293967825286
3105,psp_fld_l2_tds_wf_20250317_v00.cdf,64,20250317,2025-03-17T13:46:15.523669000,1153,0.8689972162246704,57.20581141296536,V5,envelope,0.17170502243283423,1.0,0.06565215960283964,0.023840475338788157,-0.06836201628374844,-0.05289520192637688,-0.08353963299276657,-0.03477379263789169,0.08014811331143024,0.03977825567567123,0.018109256761565124,0.0652217223177098,0.026838088444020886,0.007507164587101335
3107,psp_fld_l2_tds_wf_20250317_v00.cdf,66,20250317,2025-03-17T17:16:54.488125000,181,0.09458421915769577,56.15505102774184,V2,envelope,0.15410116053618783,-0.2,-0.004419629075196072,0.10891599301429797,-0.027203313501910107,0.012790207734012897,-0.0013111044633860383,0.009238692597443837,-0.08759677956501294,0.021273107544616816,-0.040094311804755485,-0.08962931003009894,0.02022744385151845,0.0861713555890018
3108,psp_fld_l2_tds_wf_20250317_v00.cdf,67,20250317,2025-03-17T17:16:56.559506000,2513,0.41815754771232605,56.15488285180394,V2,envelope,0.23159242168265537,-0.5333333333333333,0.14449112196225203,0.11566633271659604,0.08190878407071234,0.10852109579280635,0.12052073179981022,-0.0724618890695309,0.0647916597001604,0.06613545527710807,-0.004930748648619267,0.09167454404560287,0.1003644088353759,0.012174218641921102
3109,psp_fld_l2_tds_wf_20250317_v00.cdf,68,20250317,2025-03-17T17:17:04.146086000,7151,0.14048390090465546,56.15429782952422,V2,envelope,-0.22705258243425705,0.2,-0.20280003379459838,-0.1842994783758347,-0.19973230686770752,-0.026151386106209137,-0.06985952337943628,0.021400138995357088,-0.03247812287997883,-0.0671905193127697,0.12298978791267001,0.023751793142177846,-0.028046086092451315,0.0023415455303010743
3110,psp_fld_l2_tds_wf_20250317_v00.cdf,69,20250317,2025-03-17T17:17:15.360886000,1426,0.8694441914558411,56.153293086100334,V1V2,envelope,-0.17957508985266768,-0.8,0.016753074550018583,-0.05663915724856781,-0.021337466220904655,-0.04450182958833848,-0.04110217328786503,-0.04640243007268128,0.0604442008023178,-0.03123594839057622,0.056146338298333175,0.07116237905950469,-0.05525307521591842,0.08068784524167084
3112,psp_fld_l2_tds_wf_20250317_v00.cdf,71,20250317,2025-03-17T17:17:22.877199000,47,0.5214971303939819,56.15270806382061,V5,signed_mean,-0.21958821884663307,0.7333333333333334,0.047962233000750226,0.07623835549454963,-0.03239066555019903,-0.13880210650157637,-0.15638263833957555,-0.054024115148937374,0.07417393565163953,0.08207138752209095,-0.012533026691636348,0.0800282033200042,0.08607251066086855,-0.027096101734103865
3113,psp_fld_l2_tds_wf_20250317_v00.cdf,72,20250317,2025-03-17T17:17:48.541816000,3638,0.8455308079719543,56.15053327583728,V5,signed_mean,-0.16589383491765453,0.8,-0.05810344736279203,-0.04815575490462388,-0.007585956038334556,-0.03377799874371161,-0.030698101673902568,-0.04642607517845432,-0.05951666695107095,-0.03288471247787849,-0.016947225209819523,-0.06035711273272977,-0.03275275843358993,-0.0390057883655473
3114,psp_fld_l2_tds_wf_20250317_v00.cdf,73,20250317,2025-03-17T17:18:03.985698000,3075,0.5606439113616943,56.149278424608305,V2,envelope,-0.25505277210862587,-0.3333333333333333,-0.2832858223559278,-0.23715179117199453,-0.16043472987117624,0.0134938092435802,0.023363891372558808,0.01611692352903154,-0.2803480170302464,-0.21820979434999246,-0.06624733412844279,-0.3048992104369208,-0.2387172094889384,0.027910205586508016
3115,psp_fld_l2_tds_wf_20250317_v00.cdf,74,20250317,2025-03-17T17:18:04.616252000,233,0.31742432713508606,56.149193617938764,V2,signed_mean,-0.3082555525153225,0.6,0.055037963860093714,0.03213896063835936,-0.2951074696789234,-0.019397398898927228,0.03637502727669628,0.1552191780815371,0.04921715404023041,0.018264577637882543,0.11040951581635516,0.055120592232488996,0.016328493376756528,-0.030497518977880507
3117,psp_fld_l2_tds_wf_20250317_v00.cdf,76,20250317,2025-03-17T17:18:15.789167000,4499,0.1307108849287033,56.14827368118442,V2,envelope,-0.2507941639981224,-0.5333333333333333,-0.26545558977994027,-0.20113421847130808,-0.06545702637110108,0.08887965025639576,0.10209443401249702,-0.06695845371351239,-0.1788719420235903,-0.12705060206113122,0.03542268112119758,-0.17516905405970148,-0.13156123182925164,-0.047123473244142754
3118,psp_fld_l2_tds_wf_20250317_v00.cdf,77,20250317,2025-03-17T17:19:53.688402000,6747,0.16275088489055634,56.14007474486129,V3V4,envelope,0.29925032639031174,-0.8666666666666666,0.07087594026595276,0.17521154697361258,-0.047719553767707514,-0.0382703816722886,-0.07821405071183614,-0.013575712859319645,0.07065740799043708,0.1748586976715488,0.05335501228402531,0.07756223356814235,0.17602640108496384,-0.04961628814701206
3119,psp_fld_l2_tds_wf_20250317_v00.cdf,78,20250317,2025-03-17T17:58:23.400750000,7663,0.3809707760810852,55.94656029897944,V3V4,envelope,0.23791450171499093,1.0666666666666667,0.026918456884012412,-0.04720298751556762,0.08365681219307597,-0.025504364898778976,-0.046691165442189396,0.023834546826109644,-0.01631500739397497,-0.06648824285383795,-0.1329755307339822,0.0758894325761078,0.018748950217815037,-0.046857588511219
3120,psp_fld_l2_tds_wf_20250317_v00.cdf,79,20250317,2025-03-17T17:58:29.892008000,234,0.7555347681045532,55.94605720856691,V3V4,envelope,0.17258439251198615,-0.9333333333333333,0.022451810904159295,-0.010381011310687997,-0.018628923771339685,-0.0893780150256339,-0.06499990006498983,0.023386959747858968,-0.013006178240531508,0.05623298840901421,-0.03617893332437692,-0.005388930405913331,0.05636641823121506,-0.021506637866156992
3121,psp_fld_l2_tds_wf_20250317_v00.cdf,80,20250317,2025-03-17T17:58:30.770152000,495,0.7598974704742432,55.945973839298546,V1V2,signed_mean,-0.2670202856170789,0.8666666666666666,-0.23023482579980478,-0.060527425730304604,0.053017087566303064,0.010082179614729476,-0.015419303080570074,0.06083137103098893,-0.1922448217357109,-0.12167498892422529,-0.19401547004939362,-0.281094007712102,-0.1147772460147671,0.15033518666675438
3122,psp_fld_l2_tds_wf_20250317_v00.cdf,81,20250317,2025-03-17T17:58:30.858195000,3550,0.8479443192481995,55.945973839298546,V1V2,envelope,-0.2765432168296359,0.4666666666666667,-0.1545902310122827,-0.16219194088365735,-0.05429910178230379,-0.05403315920747683,-0.06979878073349058,-0.057448617557514355,-0.30727013554181604,-0.20245839543369576,-0.010069883451113648,-0.2558143462043178,-0.15326112969594444,0.04885763266896222
3123,psp_fld_l2_tds_wf_20250317_v00.cdf,82,20250317,2025-03-17T17:59:15.643391000,3029,0.19465723633766174,55.942199223803364,V2,signed_mean,0.3140393448141131,-0.8666666666666666,0.07932102583825046,0.128266346635168,-0.011064266722880365,0.0023101119879032402,-0.014114000429530024,-0.06613013286799059,0.07810510819928927,0.12290164780686731,0.03153938138447765,0.02165437666543262,0.12095040072590248,-0.005571460026063315
3124,psp_fld_l2_tds_wf_20250317_v00.cdf,83,20250317,2025-03-17T18:53:47.970022000,55,0.08287755399942398,55.66731349719707,V2,signed_mean,-0.200585774364761,-0.6,-0.07392121865057212,0.08480183029395802,-0.05172917149411839,0.08137700655632228,0.07359467775116588,-0.14510955007264464,-0.07686209185720977,0.09003005004856061,0.05269119990445244,-0.0824861001432403,0.08903085449888039,-0.07384609485538142
3125,psp_fld_l2_tds_wf_20250317_v00.cdf,84,20250317,2025-03-17T20:17:39.048900000,6254,0.6067972183227539,55.24288055196205,V3V4,envelope,-0.2487462383195769,-0.8666666666666666,0.01469840753982412,-0.03003496788167054,-0.005450842687394285,-0.015173579403699806,-0.03344845370820625,-0.12473638189913124,0.023738209486003907,-0.02065292527293864,-0.015343223767459703,0.0007374750099538342,-0.05595196058920911,-0.001084564204731922
3126,psp_fld_l2_tds_wf_20250317_v00.cdf,85,20250317,2025-03-17T20:28:37.083014000,648,0.6578640341758728,55.187208566911025,V5,signed_mean,0.16968586297485416,1.0,-0.06982115458361443,-0.03311282412015266,0.024553472147503228,-0.002901567498888598,0.09461121473069194,-0.0005704633435921341,-0.04913232022262877,-0.025497110951722475,-0.061401849053887375,-0.049962951128428496,-0.014524634029254012,0.054388198355032606
3127,psp_fld_l2_tds_wf_20250317_v00.cdf,86,20250317,2025-03-17T21:10:19.694601000,423,0.6624971628189087,54.97509702457956,V2,envelope,0.30039620442462694,-0.26666666666666666,-0.08671951588870556,-0.022589431935164814,-0.0539825023912926,0.015524478990554879,0.021747938906441795,-0.006208065590094132,-0.2657415061472038,0.08711381880418223,0.07505620021018049,-0.3452880464051189,0.08844310206921926,0.07457916560337943
3129,psp_fld_l2_tds_wf_20250317_v00.cdf,88,20250317,2025-03-17T22:18:27.706486000,55,0.09226411581039429,54.627503234152655,V5,envelope,-0.19355907508283177,0.7333333333333334,-0.038889295747962724,-0.11231712546093388,-0.08553357724023014,0.058810260489684,0.02524159605753331,-0.01808005421001519,-0.07338234381850628,-0.12346910518938027,0.04001470212189509,0.021971676605488048,-0.07169016744952073,0.034394960673043457
3130,psp_fld_l2_tds_wf_20250317_v00.cdf,89,20250317,2025-03-17T22:20:15.444911000,5541,0.35141733288764954,54.61830099180681,V2,signed_mean,0.30750666347052746,-0.7333333333333334,-0.23810447040060095,-0.2874561523592966,0.09888873510214716,-0.0007599160638500895,0.0012121788054322308,-0.028734204528487572,-0.20372309663162008,-0.2102219907906929,-0.0011274208899750594,-0.27699358028566057,-0.2975901513994691,-0.07166964590998372
3131,psp_fld_l2_tds_wf_20250317_v00.cdf,90,20250317,2025-03-17T22:20:15.490717000,5210,0.3972308933734894,54.61830099180681,V2,signed_mean,0.3184394418755894,-0.5333333333333333,-0.01967770751164575,-0.007696212215053497,0.21012461849449815,0.04972004232459046,0.06018056953690201,-0.0018008097874688232,-0.06701036397984965,-0.026272298526878998,-0.1389687437467867,-0.07635452836374863,-0.0433001143827004,-0.05901604992385438
3132,psp_fld_l2_tds_wf_20250317_v00.cdf,91,20250317,2025-03-17T22:20:15.509226000,2718,0.41573089361190796,54.61830099180681,V1V2,signed_mean,0.2455576716289303,0.8666666666666666,0.03721672575301084,0.05255544676909288,-0.1283378941530977,-0.07996101181819502,-0.0851316343784067,0.1591038286456871,0.01539145701867978,0.04651383841539604,0.16141308184967393,0.07134566386720262,0.07361363971086061,0.03100486556414215
3133,psp_fld_l2_tds_wf_20250317_v00.cdf,92,20250317,2025-03-17T22:23:06.152983000,140,0.6654189229011536,54.60381342532701,V5,envelope,-0.16615335544835255,0.3333333333333333,-0.08106111512786415,0.04212064239546251,-0.0402166130672951,0.05372448121557315,0.06564533478179627,-0.06276950617583515,-0.03539942024016167,0.0376840685517003,-0.005195128675907365,-0.07440904835006436,0.04997518655911866,0.047108877517793295
3134,psp_fld_l2_tds_wf_20250317_v00.cdf,93,20250317,2025-03-17T22:23:15.478745000,7766,0.37936389446258545,54.60296104642806,V2,signed_mean,-0.2409573335640988,-1.0666666666666667,0.043008495737742757,0.020459607821118032,-0.060896039123945006,-0.03707627876402131,-0.06106628361923904,-0.0622497005701514,0.08338995798978979,-0.018174256362252592,-0.06905063440492298,0.05929198301907926,-0.008992941362411985,0.01921425477518385
3136,psp_fld_l2_tds_wf_20250317_v00.cdf,95,20250317,2025-03-17T22:30:25.028072000,113,0.011357552371919155,54.56638924823918,V2,signed_mean,0.26953874429196834,1.0,-0.26252367077617733,-0.027546150730814064,-0.10002888307882885,-0.03195960930603781,-0.023699003849900965,0.02838782192471183,-0.27140820882238215,-0.02253511415347632,0.07353594979384846,-0.2767696711792955,-0.018998235515649962,-0.005307993283020956
3137,psp_fld_l2_tds_wf_20250317_v00.cdf,96,20250317,2025-03-17T22:54:52.465226000,202,0.3127172291278839,54.44112117291936,V3V4,envelope,0.3058431349602368,0.4666666666666667,0.09981429011682877,0.08881184382202828,-0.025646233511573392,0.08642950863377505,0.10462540714236293,-0.04702025311640046,0.014097368900085401,0.08461176197343197,-0.09675130618278407,0.023401512670783803,0.135524034247878,0.07634292003964768
3138,psp_fld_l2_tds_wf_20250317_v00.cdf,97,20250317,2025-03-17T23:10:30.326575000,4779,0.5701173543930054,54.36098030760385,V5,envelope,0.20321328026625005,-0.9333333333333333,0.007260666975186724,-0.12876080951511215,0.05965043759525569,0.026088002042432407,0.03511283389884061,-0.07839898521254718,0.11542029672579342,0.037192216575731796,-0.08820691103148175,0.0072880059172523715,-0.19169982350695974,-0.004293514152947049
