peak_hz,fwhm_hz,fractional_bandwidth,left_hz,right_hz,peak_power_fraction,background_psd,peak_to_background,frequency_bin_hz,prominent_peak_count,flags,event,channel,utc,file,record,pc1,dust,saturated
153750.0,942.4818745020893,0.006129963411395703,153109.6413197314,154052.12319423349,0.3015712192636623,1.093488104483594e-08,8423.440542616217,468.75,4,multiple_prominent_peaks,1226,V2,2025-03-24T11:16:48.009723000,psp_fld_l2_tds_wf_20250324_v00.cdf,269,-0.6219235138488998,False,False
153750.0,957.8631582439702,0.0062300042812615955,153088.60950626832,154046.4726645123,0.7093058157516909,2.3797653536915925e-08,38941.41345566294,468.75,1,,1226,V4,2025-03-24T11:16:48.009723000,psp_fld_l2_tds_wf_20250324_v00.cdf,269,-0.6219235138488998,False,False
153750.0,967.9914353302447,0.0062958792541804535,153081.77334268967,154049.76477801992,0.4777879504206553,2.6803985142233354e-08,11356.045383292832,468.75,2,multiple_prominent_peaks,1226,V1V2,2025-03-24T11:16:48.009723000,psp_fld_l2_tds_wf_20250324_v00.cdf,269,-0.6219235138488998,False,False
153750.0,957.4391524025705,0.006227246519691515,153091.01415172938,154048.45330413195,0.7381476920845299,2.7037667921020465e-08,88733.48027540218,468.75,1,,1226,V3V4,2025-03-24T11:16:48.009723000,psp_fld_l2_tds_wf_20250324_v00.cdf,269,-0.6219235138488998,False,False
150000.0,625.2252223991673,0.004168168149327782,149687.63818146448,150312.86340386365,0.6414339128783673,2.7488239293347036e-09,29063.053325145283,468.75,1,resolution_limited; near_known_line_grid,1226,SCM5,2025-03-24T11:16:48.009723000,psp_fld_l2_tds_wf_20250324_v00.cdf,269,-0.6219235138488998,False,False
15937.5,2243.081029818044,0.14074233912583806,15395.702317990017,17638.78334780806,0.18520127764385025,2.991389742946809e-05,2.98509805702379,468.75,6,multiple_prominent_peaks,1227,V2,2025-03-24T11:20:48.358694000,psp_fld_l2_tds_wf_20250324_v00.cdf,270,-0.014638233380382962,False,False
15937.5,2635.6436412701096,0.16537371866792844,14955.931178063094,17591.574819333204,0.2471780185364725,0.00012132202565027258,3.5849867547975633,468.75,2,multiple_prominent_peaks,1227,V4,2025-03-24T11:20:48.358694000,psp_fld_l2_tds_wf_20250324_v00.cdf,270,-0.014638233380382962,False,False
750000.0,624.9120579023147,0.0008332160772030863,749686.9328032087,750311.844861111,0.15524944362201445,2.3229700075228924e-08,6209.300161528295,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1227,V1V2,2025-03-24T11:20:48.358694000,psp_fld_l2_tds_wf_20250324_v00.cdf,270,-0.014638233380382962,False,False
15937.5,2564.0999961618854,0.16088470564153007,15127.822792450463,17691.922788612348,0.2729193378944939,0.00015362096844875395,4.4140008010823015,468.75,2,multiple_prominent_peaks,1227,V3V4,2025-03-24T11:20:48.358694000,psp_fld_l2_tds_wf_20250324_v00.cdf,270,-0.014638233380382962,False,False
150000.0,624.4537011197244,0.004163024674131496,149689.18679639537,150313.6404975151,0.5674663229159344,2.9940717111987937e-09,8917.596011610387,468.75,1,resolution_limited; near_known_line_grid,1227,SCM5,2025-03-24T11:20:48.358694000,psp_fld_l2_tds_wf_20250324_v00.cdf,270,-0.014638233380382962,False,False
750000.0,624.3072595183039,0.0008324096793577386,749688.638167887,750312.9454274053,0.17927009455934062,8.679342455425074e-09,5512.590127699534,468.75,4,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1228,V2,2025-03-24T11:32:38.264523000,psp_fld_l2_tds_wf_20250324_v00.cdf,271,-0.6698872357872734,False,False
142031.25,907.4783842934412,0.006389286754101236,141767.09541760918,142674.57380190262,0.7055467159483743,1.8723807737916963e-08,35390.41199663611,468.75,1,resolution_limited,1228,V4,2025-03-24T11:32:38.264523000,psp_fld_l2_tds_wf_20250324_v00.cdf,271,-0.6698872357872734,False,False
750000.0,624.3695520167239,0.0008324927360222986,749687.6137131068,750311.9832651236,0.33290464887248944,2.3895919550878854e-08,6062.846102323577,468.75,1,resolution_limited; near_known_line_grid,1228,V1V2,2025-03-24T11:32:38.264523000,psp_fld_l2_tds_wf_20250324_v00.cdf,271,-0.6698872357872734,False,False
142031.25,907.1825810127484,0.006387204090738822,141766.86622346906,142674.0488044818,0.7162343831940801,2.7211012768801502e-08,62876.74287712718,468.75,1,resolution_limited,1228,V3V4,2025-03-24T11:32:38.264523000,psp_fld_l2_tds_wf_20250324_v00.cdf,271,-0.6698872357872734,False,False
150000.0,625.2451344651636,0.004168300896434424,149687.42180897668,150312.66694344184,0.6317171829030123,3.1732092828847317e-09,25276.643690053086,468.75,1,resolution_limited; near_known_line_grid,1228,SCM5,2025-03-24T11:32:38.264523000,psp_fld_l2_tds_wf_20250324_v00.cdf,271,-0.6698872357872734,False,False
150000.0,625.7651750382502,0.0041717678335883345,149687.80485608085,150313.5700311191,0.1516125964658382,1.2245975879400493e-08,4303.017443306106,468.75,4,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1229,V2,2025-03-24T11:33:37.269188000,psp_fld_l2_tds_wf_20250324_v00.cdf,272,-0.3259603153383748,False,False
152812.5,692.0648746592051,0.004528849895520361,152481.0660442034,153173.13091886262,0.5440422543744026,2.624469469170184e-08,26679.920418734782,468.75,1,resolution_limited,1229,V4,2025-03-24T11:33:37.269188000,psp_fld_l2_tds_wf_20250324_v00.cdf,272,-0.3259603153383748,False,False
750000.0,625.4999565707985,0.000833999942094398,749687.6341535156,750313.1341100864,0.35314796440106117,2.4611736526008265e-08,5918.89705908565,468.75,1,resolution_limited; near_known_line_grid,1229,V1V2,2025-03-24T11:33:37.269188000,psp_fld_l2_tds_wf_20250324_v00.cdf,272,-0.3259603153383748,False,False
152812.5,693.72337669236,0.0045397030785594115,152484.1347068392,153177.85808353155,0.6192571645316444,2.814533632323179e-08,63087.06863029546,468.75,1,resolution_limited,1229,V3V4,2025-03-24T11:33:37.269188000,psp_fld_l2_tds_wf_20250324_v00.cdf,272,-0.3259603153383748,False,False
150000.0,625.5520434016653,0.004170346956011102,149687.63568401127,150313.18772741294,0.6468107894826226,3.0987706367312196e-09,47197.14266608289,468.75,1,resolution_limited; near_known_line_grid,1229,SCM5,2025-03-24T11:33:37.269188000,psp_fld_l2_tds_wf_20250324_v00.cdf,272,-0.3259603153383748,False,False
150000.0,625.3141943805385,0.004168761295870257,149687.9910494403,150313.30524382083,0.20271669274146278,1.1507725324867914e-08,4981.787951078447,468.75,4,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1230,V2,2025-03-24T11:38:05.801225000,psp_fld_l2_tds_wf_20250324_v00.cdf,273,-0.41618672116981575,False,False
163593.75,665.0630126979086,0.004065332646864006,163250.77115727906,163915.83416997697,0.49233138873156995,1.4667642323194028e-08,24116.273658357317,468.75,1,resolution_limited,1230,V4,2025-03-24T11:38:05.801225000,psp_fld_l2_tds_wf_20250324_v00.cdf,273,-0.41618672116981575,False,False
750000.0,625.015898438869,0.0008333545312518254,749687.0507367569,750312.0666351957,0.35758027622629707,2.259482325015542e-08,6430.948344100481,468.75,1,resolution_limited; near_known_line_grid,1230,V1V2,2025-03-24T11:38:05.801225000,psp_fld_l2_tds_wf_20250324_v00.cdf,273,-0.41618672116981575,False,False
163593.75,663.3994598801655,0.004055163842629474,163256.1308516535,163919.53031153366,0.5361006422773246,2.7701879234733724e-08,31478.893617656562,468.75,1,resolution_limited,1230,V3V4,2025-03-24T11:38:05.801225000,psp_fld_l2_tds_wf_20250324_v00.cdf,273,-0.41618672116981575,False,False
150000.0,624.9641411305929,0.004166427607537286,149687.72730546963,150312.69144660022,0.6218687917710809,2.8450832784530006e-09,20326.07045046947,468.75,1,resolution_limited; near_known_line_grid,1230,SCM5,2025-03-24T11:38:05.801225000,psp_fld_l2_tds_wf_20250324_v00.cdf,273,-0.41618672116981575,False,False
163593.75,998.6943898180616,0.006104722153615658,162883.77446661313,163882.4688564312,0.33262346158581985,1.03211563709097e-08,8260.849378163986,468.75,4,multiple_prominent_peaks,1231,V2,2025-03-24T11:38:06.485292000,psp_fld_l2_tds_wf_20250324_v00.cdf,274,-0.40842127815344076,False,False
163593.75,965.458420349838,0.005901560544640844,163076.7321441348,164042.19056448463,0.6163176110590971,1.662937744203256e-08,25090.806830066027,468.75,1,,1231,V4,2025-03-24T11:38:06.485292000,psp_fld_l2_tds_wf_20250324_v00.cdf,274,-0.40842127815344076,False,False
163593.75,994.0868096331251,0.006076557384576887,162891.10993222505,163885.19674185818,0.4889065228464546,2.8161008344905707e-08,9418.509726764289,468.75,2,multiple_prominent_peaks,1231,V1V2,2025-03-24T11:38:06.485292000,psp_fld_l2_tds_wf_20250324_v00.cdf,274,-0.40842127815344076,False,False
163593.75,955.9270356765483,0.0058432980213275155,163079.05627253087,164034.98330820742,0.6572208008943657,2.655518414326793e-08,39484.84640894424,468.75,1,,1231,V3V4,2025-03-24T11:38:06.485292000,psp_fld_l2_tds_wf_20250324_v00.cdf,274,-0.40842127815344076,False,False
150000.0,624.7776207393035,0.004165184138262024,149687.601357978,150312.37897871732,0.5476744198490573,2.9723801197635634e-09,13249.009595159105,468.75,1,resolution_limited; near_known_line_grid,1231,SCM5,2025-03-24T11:38:06.485292000,psp_fld_l2_tds_wf_20250324_v00.cdf,274,-0.40842127815344076,False,False
937.5,,,,,,0.0033290149328666866,9.91807291316561,468.75,1,band_edge_censored,1232,V2,2025-03-24T11:48:48.554360000,psp_fld_l2_tds_wf_20250324_v00.cdf,275,3.14551059025129,True,False
937.5,2243.9685067519376,2.393566407202067,490.8844158877197,2734.852922639657,0.5015560557907596,0.0063426013451456835,6.9747271327112825,468.75,1,,1232,V4,2025-03-24T11:48:48.554360000,psp_fld_l2_tds_wf_20250324_v00.cdf,275,3.14551059025129,True,False
937.5,,,,,,3.163860958238822e-05,54.83151239476484,468.75,1,band_edge_censored,1232,V1V2,2025-03-24T11:48:48.554360000,psp_fld_l2_tds_wf_20250324_v00.cdf,275,3.14551059025129,True,False
468.75,,,,,,2.731456492549785e-05,2.1859001865574914,468.75,4,band_edge_censored; multiple_prominent_peaks,1232,V3V4,2025-03-24T11:48:48.554360000,psp_fld_l2_tds_wf_20250324_v00.cdf,275,3.14551059025129,True,False
150000.0,624.9904130926006,0.004166602753950671,149687.91320235538,150312.90361544798,0.5116283228011838,2.897402601772589e-09,3490.6979807054518,468.75,1,resolution_limited; near_known_line_grid,1232,SCM5,2025-03-24T11:48:48.554360000,psp_fld_l2_tds_wf_20250324_v00.cdf,275,3.14551059025129,True,False
179531.25,634.873521971429,0.003536284195489248,179235.9809083606,179870.85443033202,0.3499446116150535,1.053649423317413e-08,19313.381837284473,468.75,1,resolution_limited,1233,V2,2025-03-24T11:54:31.255158000,psp_fld_l2_tds_wf_20250324_v00.cdf,276,-0.57681147375385,False,False
179531.25,635.1271550797392,0.003537696947354509,179237.13200520736,179872.2591602871,0.5355569336015353,1.4466913797740562e-08,36829.98357449491,468.75,1,resolution_limited,1233,V4,2025-03-24T11:54:31.255158000,psp_fld_l2_tds_wf_20250324_v00.cdf,276,-0.57681147375385,False,False
179531.25,636.4009577944817,0.003544792106078923,179237.16992003928,179873.57087783376,0.4856368538798926,2.6284504763458867e-08,24232.658189972917,468.75,1,resolution_limited,1233,V1V2,2025-03-24T11:54:31.255158000,psp_fld_l2_tds_wf_20250324_v00.cdf,276,-0.57681147375385,False,False
179531.25,636.5951597672829,0.0035458738228987038,179237.87544187327,179874.47060164055,0.5975848295443892,2.6693871904193208e-08,58087.632550038834,468.75,1,resolution_limited,1233,V3V4,2025-03-24T11:54:31.255158000,psp_fld_l2_tds_wf_20250324_v00.cdf,276,-0.57681147375385,False,False
150000.0,625.0899725896888,0.004167266483931259,149687.84575715452,150312.9357297442,0.5752621091557801,2.8507359137479394e-09,7890.419383229011,468.75,1,resolution_limited; near_known_line_grid,1233,SCM5,2025-03-24T11:54:31.255158000,psp_fld_l2_tds_wf_20250324_v00.cdf,276,-0.57681147375385,False,False
750000.0,625.0768766116817,0.0008334358354822422,749687.4005550434,750312.477431655,0.191081259479389,8.917043162026011e-09,5043.136870474653,468.75,3,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1234,V2,2025-03-24T11:54:32.279634000,psp_fld_l2_tds_wf_20250324_v00.cdf,277,-0.4796486079213304,False,False
159375.0,687.2069608871825,0.004311886813409773,159100.42029602043,159787.6272569076,0.5743439865278246,1.40817877055678e-08,33141.340798694706,468.75,1,resolution_limited,1234,V4,2025-03-24T11:54:32.279634000,psp_fld_l2_tds_wf_20250324_v00.cdf,277,-0.4796486079213304,False,False
750000.0,624.5299343301449,0.0008327065791068599,749687.9022202865,750312.4321546167,0.419988738139464,2.2498518129513548e-08,6405.827054771695,468.75,1,resolution_limited; near_known_line_grid,1234,V1V2,2025-03-24T11:54:32.279634000,psp_fld_l2_tds_wf_20250324_v00.cdf,277,-0.4796486079213304,False,False
159375.0,687.265382794285,0.004312253382238651,159099.75694069004,159787.02232348433,0.6148701471062303,2.7239322683324494e-08,41106.38219674017,468.75,1,resolution_limited,1234,V3V4,2025-03-24T11:54:32.279634000,psp_fld_l2_tds_wf_20250324_v00.cdf,277,-0.4796486079213304,False,False
150000.0,625.3072597819555,0.004168715065213037,149687.51819812114,150312.8254579031,0.6358941393839403,2.96263141634002e-09,23525.54863435846,468.75,1,resolution_limited; near_known_line_grid,1234,SCM5,2025-03-24T11:54:32.279634000,psp_fld_l2_tds_wf_20250324_v00.cdf,277,-0.4796486079213304,False,False
157968.75,946.0395535891294,0.0059887766003663976,157268.14336326043,158214.18291684956,0.6084818518043404,1.078735100107724e-08,31901.230910036276,468.75,1,,1235,V2,2025-03-24T12:17:59.558451000,psp_fld_l2_tds_wf_20250324_v00.cdf,278,-0.6598493671522937,False,False
157968.75,950.6949198609218,0.006018246772611177,157262.98094267113,158213.67586253205,0.5311602410073323,1.4401300729460043e-08,10056.766453021983,468.75,1,,1235,V4,2025-03-24T12:17:59.558451000,psp_fld_l2_tds_wf_20250324_v00.cdf,278,-0.6598493671522937,False,False
157968.75,948.4873647591448,0.006004272140908533,157265.61707472426,158214.1044394834,0.689988488213236,2.8653874417319004e-08,29894.599835862075,468.75,1,,1235,V1V2,2025-03-24T12:17:59.558451000,psp_fld_l2_tds_wf_20250324_v00.cdf,278,-0.6598493671522937,False,False
157968.75,952.8709570137144,0.00603202188416199,157260.94225393506,158213.81321094878,0.7131763443825949,2.8444836611941618e-08,21795.452117372333,468.75,1,,1235,V3V4,2025-03-24T12:17:59.558451000,psp_fld_l2_tds_wf_20250324_v00.cdf,278,-0.6598493671522937,False,False
300000.0,625.9645949737751,0.0020865486499125835,299686.76982481004,300312.7344197838,0.3406993111466088,8.095656434041257e-10,3151.174611724213,468.75,1,resolution_limited; near_known_line_grid,1235,SCM5,2025-03-24T12:17:59.558451000,psp_fld_l2_tds_wf_20250324_v00.cdf,278,-0.6598493671522937,False,False
750000.0,624.676305223722,0.000832901740298296,749687.0611645642,750311.737469788,0.16193237365254282,8.932857749048113e-09,5221.9602757038965,468.75,4,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1236,V2,2025-03-24T12:18:46.009861000,psp_fld_l2_tds_wf_20250324_v00.cdf,279,-0.6016690672972578,False,False
148125.0,859.6904352769488,0.0058038172845701185,147862.54901630065,148722.2394515776,0.6546574729267232,2.1359355160334043e-08,40890.32547311486,468.75,1,resolution_limited,1236,V4,2025-03-24T12:18:46.009861000,psp_fld_l2_tds_wf_20250324_v00.cdf,279,-0.6016690672972578,False,False
750000.0,624.455749970628,0.0008326076666275039,749687.2571151673,750311.712865138,0.35345987753045843,2.359163578416699e-08,6169.959575486232,468.75,1,resolution_limited; near_known_line_grid,1236,V1V2,2025-03-24T12:18:46.009861000,psp_fld_l2_tds_wf_20250324_v00.cdf,279,-0.6016690672972578,False,False
148125.0,861.2868865081982,0.005814595014401338,147862.93154234643,148724.21842885463,0.6721696018262651,3.084554476373755e-08,69236.21811198516,468.75,1,resolution_limited,1236,V3V4,2025-03-24T12:18:46.009861000,psp_fld_l2_tds_wf_20250324_v00.cdf,279,-0.6016690672972578,False,False
150000.0,625.2500496705761,0.004168333664470507,149688.23153072034,150313.48158039092,0.5941505081638262,3.026747751596525e-09,10310.567159928585,468.75,1,resolution_limited; near_known_line_grid,1236,SCM5,2025-03-24T12:18:46.009861000,psp_fld_l2_tds_wf_20250324_v00.cdf,279,-0.6016690672972578,False,False
147656.25,932.2222912288562,0.006313463136364741,146979.15593534333,147911.37822657218,0.5001998257744008,1.210799142091392e-08,15229.51511504707,468.75,1,resolution_limited,1237,V2,2025-03-24T12:18:47.149082000,psp_fld_l2_tds_wf_20250324_v00.cdf,280,-0.6534481264765797,False,False
147656.25,955.8952993659477,0.006473788270838165,146954.36611648172,147910.26141584766,0.7405471848593663,1.9513276105962967e-08,37817.26073584863,468.75,1,,1237,V4,2025-03-24T12:18:47.149082000,psp_fld_l2_tds_wf_20250324_v00.cdf,280,-0.6534481264765797,False,False
147656.25,933.1410903681826,0.006319685691382401,146978.37716028545,147911.51825065364,0.6393126381148775,2.845868639967629e-08,21934.11893330397,468.75,1,resolution_limited,1237,V1V2,2025-03-24T12:18:47.149082000,psp_fld_l2_tds_wf_20250324_v00.cdf,280,-0.6534481264765797,False,False
147656.25,950.7719327719824,0.006439090338349934,146959.93147386945,147910.70340664143,0.7713228411888094,2.6903682064201675e-08,79941.56238591636,468.75,1,,1237,V3V4,2025-03-24T12:18:47.149082000,psp_fld_l2_tds_wf_20250324_v00.cdf,280,-0.6534481264765797,False,False
150000.0,624.5637500847224,0.00416375833389815,149687.99141308095,150312.55516316567,0.620085337782621,2.983965789933529e-09,9075.908820885654,468.75,1,resolution_limited; near_known_line_grid,1237,SCM5,2025-03-24T12:18:47.149082000,psp_fld_l2_tds_wf_20250324_v00.cdf,280,-0.6534481264765797,False,False
158906.25,682.2014960578526,0.00429310675985276,158619.6469306081,159301.84842666597,0.25787004738126357,1.0972432918529284e-08,10146.673379098487,468.75,4,resolution_limited; multiple_prominent_peaks,1238,V2,2025-03-24T12:18:47.353825000,psp_fld_l2_tds_wf_20250324_v00.cdf,281,-0.7441184277478163,False,False
158906.25,672.7279353080667,0.004233489465065513,158617.47322209945,159290.20115740751,0.5214321069093593,1.519378187475233e-08,25614.535876223425,468.75,1,resolution_limited,1238,V4,2025-03-24T12:18:47.353825000,psp_fld_l2_tds_wf_20250324_v00.cdf,281,-0.7441184277478163,False,False
158906.25,675.2838499679056,0.004249573883770497,158618.43550179814,159293.71935176605,0.3644025496707955,2.7721162969198967e-08,10784.954142068535,468.75,2,resolution_limited; multiple_prominent_peaks,1238,V1V2,2025-03-24T12:18:47.353825000,psp_fld_l2_tds_wf_20250324_v00.cdf,281,-0.7441184277478163,False,False
158906.25,673.4786672510381,0.004238213835208106,158617.58004948334,159291.05871673438,0.5771403621202118,3.0056829912423994e-08,37204.423826612685,468.75,1,resolution_limited,1238,V3V4,2025-03-24T12:18:47.353825000,psp_fld_l2_tds_wf_20250324_v00.cdf,281,-0.7441184277478163,False,False
150000.0,625.9713377934531,0.0041731422519563546,149686.79108165274,150312.7624194462,0.5919212407912399,3.1395323166165767e-09,6093.099730661545,468.75,1,resolution_limited; near_known_line_grid,1238,SCM5,2025-03-24T12:18:47.353825000,psp_fld_l2_tds_wf_20250324_v00.cdf,281,-0.7441184277478163,False,False
168281.25,840.202984761243,0.0049928496773184354,168025.1812808026,168865.38426556383,0.5662628819277059,1.0975262170720615e-08,46901.69363358523,468.75,1,resolution_limited,1239,V2,2025-03-24T12:18:49.074421000,psp_fld_l2_tds_wf_20250324_v00.cdf,282,-0.6934361844695178,False,False
168281.25,827.5322181177326,0.004917554499492561,168023.6934433562,168851.22566147393,0.5173320264213819,1.4586118659569392e-08,21294.93630470389,468.75,2,resolution_limited; multiple_prominent_peaks,1239,V4,2025-03-24T12:18:49.074421000,psp_fld_l2_tds_wf_20250324_v00.cdf,282,-0.6934361844695178,False,False
168281.25,838.3323421935784,0.004981733509785424,168024.91918082818,168863.25152302175,0.6583112025626824,2.6883393559759757e-08,49074.077462035326,468.75,1,resolution_limited,1239,V1V2,2025-03-24T12:18:49.074421000,psp_fld_l2_tds_wf_20250324_v00.cdf,282,-0.6934361844695178,False,False
168281.25,828.5662540599878,0.004923699188471608,168023.460264538,168852.026518598,0.6426800411529083,2.6211775004195633e-08,46725.988481139044,468.75,1,resolution_limited,1239,V3V4,2025-03-24T12:18:49.074421000,psp_fld_l2_tds_wf_20250324_v00.cdf,282,-0.6934361844695178,False,False
150000.0,625.1127727815765,0.00416741848521051,149688.0043085778,150313.11708135938,0.6458643561999808,3.042468133392726e-09,33458.891738337275,468.75,1,resolution_limited; near_known_line_grid,1239,SCM5,2025-03-24T12:18:49.074421000,psp_fld_l2_tds_wf_20250324_v00.cdf,282,-0.6934361844695178,False,False
169218.75,761.2015435730282,0.0044983286046790215,168725.6346094842,169486.83615305723,0.20199826060464654,1.0887477663538711e-08,4554.789928871119,468.75,4,resolution_limited; multiple_prominent_peaks,1240,V2,2025-03-24T12:18:49.236424000,psp_fld_l2_tds_wf_20250324_v00.cdf,283,-0.407192198781957,False,False
169218.75,827.0217829384492,0.004887294008131186,168655.11667303985,169482.1384559783,0.5455081669523548,1.2227628247140129e-08,20822.592018961997,468.75,1,resolution_limited,1240,V4,2025-03-24T12:18:49.236424000,psp_fld_l2_tds_wf_20250324_v00.cdf,283,-0.407192198781957,False,False
750000.0,624.2077018683776,0.0008322769358245035,749688.3506276468,750312.5583295152,0.24650273620754998,2.335247445641315e-08,6223.245054237871,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1240,V1V2,2025-03-24T12:18:49.236424000,psp_fld_l2_tds_wf_20250324_v00.cdf,283,-0.407192198781957,False,False
169218.75,828.2774684171891,0.004894714494801487,168653.59988258846,169481.87735100565,0.6083759257816677,2.8218284055685315e-08,23480.486265687854,468.75,1,resolution_limited,1240,V3V4,2025-03-24T12:18:49.236424000,psp_fld_l2_tds_wf_20250324_v00.cdf,283,-0.407192198781957,False,False
150000.0,624.9969253975723,0.004166646169317149,149688.05527512485,150313.05220052242,0.6451091107013734,3.020561180892749e-09,27119.5648708917,468.75,1,resolution_limited; near_known_line_grid,1240,SCM5,2025-03-24T12:18:49.236424000,psp_fld_l2_tds_wf_20250324_v00.cdf,283,-0.407192198781957,False,False
5156.25,647.1432196200813,0.12550656380510666,4848.16885662015,5495.312076240231,0.16497259191417207,4.105846114649673e-07,128.84692176890192,468.75,4,resolution_limited; multiple_prominent_peaks,1241,V2,2025-03-24T12:18:49.408329000,psp_fld_l2_tds_wf_20250324_v00.cdf,284,-0.34658886034704883,False,False
169218.75,640.7403364939673,0.003786461822309687,168892.61385978604,169533.35419628,0.5148703615483075,1.4208782260297964e-08,29511.15276011389,468.75,1,resolution_limited,1241,V4,2025-03-24T12:18:49.408329000,psp_fld_l2_tds_wf_20250324_v00.cdf,284,-0.34658886034704883,False,False
750000.0,624.7080855472013,0.0008329441140629352,749686.9525393427,750311.6606248899,0.28377077029324105,2.307324508619489e-08,6269.505579891023,468.75,3,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1241,V1V2,2025-03-24T12:18:49.408329000,psp_fld_l2_tds_wf_20250324_v00.cdf,284,-0.34658886034704883,False,False
169218.75,640.2545696217567,0.0037835911778201685,168894.38401749142,169534.63858711318,0.5808252780587599,2.6241328343424997e-08,41230.993502086705,468.75,1,resolution_limited,1241,V3V4,2025-03-24T12:18:49.408329000,psp_fld_l2_tds_wf_20250324_v00.cdf,284,-0.34658886034704883,False,False
150000.0,625.9524048332823,0.004173016032221882,149687.83475645375,150313.78716128704,0.5434116885618779,3.003092005717574e-09,5617.5521527391065,468.75,1,resolution_limited; near_known_line_grid,1241,SCM5,2025-03-24T12:18:49.408329000,psp_fld_l2_tds_wf_20250324_v00.cdf,284,-0.34658886034704883,False,False
158437.5,799.2052126630151,0.005044293255466762,158003.2987243398,158802.50393700282,0.24708897917358152,1.0519031187178042e-08,6832.221156221661,468.75,4,resolution_limited; multiple_prominent_peaks,1242,V2,2025-03-24T12:18:53.219259000,psp_fld_l2_tds_wf_20250324_v00.cdf,285,-0.7179922908250905,False,False
158437.5,777.0598823495384,0.004904519967492155,157993.70439975915,158770.7642821087,0.5861864430154093,1.5062910180675226e-08,32038.68670274243,468.75,1,resolution_limited,1242,V4,2025-03-24T12:18:53.219259000,psp_fld_l2_tds_wf_20250324_v00.cdf,285,-0.7179922908250905,False,False
158437.5,808.5550135649974,0.005103305805538445,157987.40390117868,158795.95891474368,0.3554556484185952,2.7860107942817508e-08,7189.6103240657885,468.75,2,resolution_limited; multiple_prominent_peaks,1242,V1V2,2025-03-24T12:18:53.219259000,psp_fld_l2_tds_wf_20250324_v00.cdf,285,-0.7179922908250905,False,False
158437.5,777.7276943959005,0.004908734954767025,157993.94498620107,158771.67268059697,0.6201930834123809,3.0715673686868546e-08,42763.8785314773,468.75,1,resolution_limited,1242,V3V4,2025-03-24T12:18:53.219259000,psp_fld_l2_tds_wf_20250324_v00.cdf,285,-0.7179922908250905,False,False
150000.0,624.8376050252991,0.0041655840335019945,149687.70556732078,150312.54317234608,0.6439828039911288,2.9444691717312064e-09,21547.29366854133,468.75,1,resolution_limited; near_known_line_grid,1242,SCM5,2025-03-24T12:18:53.219259000,psp_fld_l2_tds_wf_20250324_v00.cdf,285,-0.7179922908250905,False,False
168750.0,687.9120029484911,0.004076515573028096,168339.71475222887,169027.62675517736,0.32865286831638385,1.0141268871795534e-08,15465.037145279608,468.75,4,resolution_limited; multiple_prominent_peaks,1243,V2,2025-03-24T12:19:49.873414000,psp_fld_l2_tds_wf_20250324_v00.cdf,286,-0.3552577160851939,False,False
168750.0,674.3661310676835,0.003996243739660346,168356.9887395251,169031.3548705928,0.5533006120180889,1.3756913460883287e-08,27929.79216570036,468.75,1,resolution_limited,1243,V4,2025-03-24T12:19:49.873414000,psp_fld_l2_tds_wf_20250324_v00.cdf,286,-0.3552577160851939,False,False
168750.0,689.9052957514359,0.004088327678527028,168337.47682122767,169027.3821169791,0.44172431387333744,2.5785555141006032e-08,17185.02705907417,468.75,2,resolution_limited; multiple_prominent_peaks,1243,V1V2,2025-03-24T12:19:49.873414000,psp_fld_l2_tds_wf_20250324_v00.cdf,286,-0.3552577160851939,False,False
168750.0,677.7351312682149,0.004016208185293126,168352.75909524655,169030.49422651477,0.5888618681478647,2.4706921562675916e-08,38778.88935962019,468.75,1,resolution_limited,1243,V3V4,2025-03-24T12:19:49.873414000,psp_fld_l2_tds_wf_20250324_v00.cdf,286,-0.3552577160851939,False,False
300000.0,624.6924188156263,0.0020823080627187544,299687.4863418346,300312.1787606502,0.3514148518344022,8.222755333465696e-10,4509.063155086948,468.75,2,resolution_limited; multiple_prominent_peaks; near_known_line_grid,1243,SCM5,2025-03-24T12:19:49.873414000,psp_fld_l2_tds_wf_20250324_v00.cdf,286,-0.3552577160851939,False,False
168750.0,646.2874098868633,0.003829851317848079,168452.79874590875,169099.0861557956,0.2913206127551561,1.0360541444468547e-08,13010.846335149023,468.75,4,resolution_limited; multiple_prominent_peaks,1244,V2,2025-03-24T12:19:49.903886000,psp_fld_l2_tds_wf_20250324_v00.cdf,287,-0.3835780763127261,False,False
168750.0,649.4509431699989,0.0038485981817481417,168459.70111690013,169109.15206007013,0.5057939487959202,1.4126818115573589e-08,24728.07672287969,468.75,1,resolution_limited,1244,V4,2025-03-24T12:19:49.903886000,psp_fld_l2_tds_wf_20250324_v00.cdf,287,-0.3835780763127261,False,False
